Taxon,pk_freq,F_Hz,log10Hz,min_freq,body_mass,log10mass,ln_mass,family,fam,order,phyloname,phyloname2,Species,Dichr,SongRepSize,MinLat,climPC1,climPC2,newVeg
Dendroica_graciae,4.5,4500,3.653212514,2.92,8.1,0.908485019,2.091864062,Parulidae,New World warblers,Passeriformes,Dendroica_graciae,Dendroica graciae,graciae,2,,12.66906896,1.641072644,1.584387365,Forest
Dendroica_magnolia,4.61,4610,3.663700925,3.28,8.4,0.924279286,2.128231706,Parulidae,New World warblers,Passeriformes,Dendroica_magnolia,Dendroica magnolia,magnolia,5,2,38.22906113,-0.11533325,-1.138086009,Forest
Dendroica_nigrescens,4.31955,4319.55,3.635438505,3.01988,8.7,0.939519253,2.163323026,Parulidae,New World warblers,Passeriformes,Dendroica_nigrescens,Dendroica nigrescens,nigrescens,4,2,30.08787287,1.606768906,0.382745947,Forest
Dendroica_occidentalis,5.08,5080,3.705863712,3.55,10.4,1.017033339,2.341805806,Parulidae,New World warblers,Passeriformes,Dendroica_occidentalis,Dendroica occidentalis,occidentalis,5,,33.38847633,1.556911013,-0.270543991,Forest
Dendroica_palmarum,4.95,4950,3.694605199,3.4,10.3,1.012837225,2.332143895,Parulidae,New World warblers,Passeriformes,Dendroica_palmarum,Dendroica palmarum,palmarum,0,,43.45248826,-0.112869633,-0.164773103,Forest
Dendroica_pensylvanica,4.92,4920,3.691965103,3.27,9.5,0.977723605,2.251291799,Parulidae,New World warblers,Passeriformes,Dendroica_pensylvanica,Dendroica pensylvanica,pensylvanica,2,5,34.9159279,-0.837822064,-0.300809299,Non-forest
Dendroica_petechia,5.77,5770,3.761175813,3.63,11,1.041392685,2.397895273,Parulidae,New World warblers,Passeriformes,Dendroica_petechia,Dendroica petechia,petechia,4,4,-3.942362314,-0.842784888,-1.054446993,Forest
Dendroica_pinus,3.96,3960,3.597695186,2.98,11.8,1.071882007,2.468099531,Parulidae,New World warblers,Passeriformes,Dendroica_pinus,Dendroica pinus,pinus,5,,17.60594972,0.915509885,-1.079528914,Forest
Dendroica_striata,8.29,8290,3.918554531,7.44,12.3,1.089905111,2.509599262,Parulidae,New World warblers,Passeriformes,Dendroica_striata,Dendroica striata,striata,8,,41.42340573,-1.182946178,1.022695525,Forest
Dendroica_tigrina,7.42,7420,3.870403905,6.87,10.3,1.012837225,2.332143895,Parulidae,New World warblers,Passeriformes,Dendroica_tigrina,Dendroica tigrina,tigrina,8,3,44.03191756,-0.581984858,-1.353244735,Forest
Dendroica_townsendi,5.23,5230,3.718501689,4,9.1,0.959041392,2.208274414,Parulidae,New World warblers,Passeriformes,Dendroica_townsendi,Dendroica townsendi,townsendi,5,,42.14497447,1.677331987,2.155549977,Forest
Dendroica_virens,5.29,5290,3.723455672,4.46,8.9,0.949390007,2.186051277,Parulidae,New World warblers,Passeriformes,Dendroica_virens,Dendroica virens,virens,4,2,33.64410782,1.633796555,0.090294812,Forest
Geothlypis_trichas,4.82,4820,3.683047038,,10.1,1.004321374,2.312535424,Parulidae,New World warblers,Passeriformes,Geothlypis_trichas,Geothlypis trichas,trichas,4,1,18.49370847,1.493171826,1.25659181,Non-forest
Icteria_virens,3.02,3020,3.480006943,,24.4,1.387389826,3.194583132,Parulidae,New World warblers,Passeriformes,Icteria_virens,Icteria virens,virens,1,,20.90179889,0.527444827,1.7811377,Forest
Seiurus_aurocapilla,4.739,4739,3.675686709,2.943,18.8,1.274157849,2.93385687,Parulidae,New World warblers,Passeriformes,Seiurus_aurocapilla,Seiurus aurocapilla,aurocapilla,0,,33.46841161,1.604960618,1.315466849,Forest
Vermivora_celata,5.23,5230,3.718501689,3.58,9,0.954242509,2.197224577,Parulidae,New World warblers,Passeriformes,Vermivora_celata,Vermivora celata,celata,1,,30.57728973,2.081678948,3.50378965,Forest
Vermivora_chrysoptera,6.57,6570,3.81756537,5.54,8.9,0.949390007,2.186051277,Parulidae,New World warblers,Passeriformes,Vermivora_chrysoptera,Vermivora chrysoptera,chrysoptera,4,2,34.73121971,1.64370515,-0.505465856,Forest
Vermivora_crissalis,4.96,4960,3.695481676,4.01,9.3,0.968482949,2.2300144,Parulidae,New World warblers,Passeriformes,Vermivora_crissalis,Vermivora crissalis,crissalis,1,,23.17728905,2.033150403,1.141686712,Forest
Vermivora_luciae,5.33,5330,3.726727209,3.58,6.6,0.819543936,1.887069649,Parulidae,New World warblers,Passeriformes,Vermivora_luciae,Vermivora luciae,luciae,1,,29.6175484,-0.409049152,-0.127953035,Forest
Vermivora_peregrina,7.27,7270,3.861534411,3.96,8.9,0.949390007,2.186051277,Parulidae,New World warblers,Passeriformes,Vermivora_peregrina,Vermivora peregrina,peregrina,4,1,43.39184228,-0.079633852,-0.700663968,Forest
Vermivora_pinus,7.14,7140,3.853698212,5.65,8.9,0.949390007,2.186051277,Parulidae,New World warblers,Passeriformes,Vermivora_pinus,Vermivora pinus,pinus,1,2,NA,1.76531407,0.747386829,Non-forest
Vermivora_ruficapilla,5.53,5530,3.742725131,3.22,8.3,0.919078092,2.116255515,Parulidae,New World warblers,Passeriformes,Vermivora_ruficapilla,Vermivora ruficapilla,ruficapilla,3,1,36.28546906,-0.518334061,-0.093707222,Forest
Vermivora_virginiae,5.15,5150,3.711807229,2.895,8.2,0.913813852,2.104134154,Parulidae,New World warblers,Passeriformes,Vermivora_virginiae,Vermivora virginiae,virginiae,3,,30.36536909,-0.548729388,0.650442506,Forest
Passer_hispaniolensis,2.67,2670,3.426511261,1.98,24.2,1.383815366,3.186352633,Passeridae,Old World sparrows,Passeriformes,Passer_hispaniolensis,Passer hispaniolensis,hispaniolensis,8,,14.80622301,-0.123227917,-0.545998959,Non-forest
Passer_moabiticus,3.72,3720,3.57054294,1.61,17.5,1.243038049,2.862200881,Passeridae,Old World sparrows,Passeriformes,Passer_moabiticus,Passer moabiticus,moabiticus,8,,29.69130832,1.584481242,1.749416923,Non-forest
Passer_montanus,3.54,3540,3.549003262,1.29,21.4,1.330413773,3.063390922,Passeridae,Old World sparrows,Passeriformes,Passer_montanus,Passer montanus,montanus,0,,-0.542059526,-0.112869633,-0.164773103,Forest
Petronia_petronia,4.26,4260,3.629409599,2.54,30.2,1.480006943,3.407841924,Passeridae,Old World sparrows,Passeriformes,Petronia_petronia,Petronia petronia,petronia,0,,27.63881827,-0.112869633,-0.164773103,Non-forest
Petronia_xanthocollis,3.65,3650,3.562292864,1.6,18.1,1.257678575,2.895911938,Passeridae,Old World sparrows,Passeriformes,Petronia_xanthocollis,Petronia xanthocollis,xanthocollis,6,,8.069011043,-0.11482962,0.120351093,Forest
Eopsaltria_australis,2.67,2670,3.426511261,2.37,22.2,1.346352974,3.100092289,Petroicidae,Australasian Robins,Passeriformes,Eopsaltria_australis,Eopsaltria australis,australis,0,,-39.48350869,1.481948816,1.070577817,Forest
Eopsaltria_griseogularis,2.64,2640,3.421603927,1.77,19.9,1.298853076,2.990719732,Petroicidae,Australasian Robins,Passeriformes,Eopsaltria_griseogularis,Eopsaltria griseogularis,griseogularis,0,,-35.19095618,0.329611732,-0.880586451,Non-forest
Melanodryas_cucullata,2.25,2250,3.352182518,1.33,21.3,1.328379603,3.058707073,Petroicidae,Australasian Robins,Passeriformes,Melanodryas_cucullata,Melanodryas cucullata,cucullata,7,,-39.13894,0.464307532,1.52853741,Non-forest
Melanodryas_vittata,2.54,2540,3.404833717,1.74,26.6,1.424881637,3.280911216,Petroicidae,Australasian Robins,Passeriformes,Melanodryas_vittata,Melanodryas vittata,vittata,0,,-43.6439743,0.728485293,-1.339571056,Forest
Microeca_fascinans,3.13,3130,3.495544338,2.49,14.6,1.164352856,2.681021529,Petroicidae,Australasian Robins,Passeriformes,Microeca_fascinans,Microeca fascinans,fascinans,0,,-39.1389398,1.563835317,-1.360169417,Non-forest
Microeca_griseoceps,3.57,3570,3.552668216,3.06,10.6,1.025305865,2.360854001,Petroicidae,Australasian Robins,Passeriformes,Microeca_griseoceps,Microeca griseoceps,griseoceps,0,,-14.00000001,0.276053429,-1.291860501,Forest
Tregellasia_capito,4.2,4200,3.62324929,2.4,13.9,1.1430148,2.63188884,Petroicidae,Australasian Robins,Passeriformes,Tregellasia_capito,Tregellasia capito,capito,0,,-33,0.239996398,-3.034236638,Forest
Tregellasia_leucops,3.27,3270,3.514547753,2.15,16.7,1.222716471,2.815408719,Petroicidae,Australasian Robins,Passeriformes,Tregellasia_leucops,Tregellasia leucops,leucops,0,,-9.966165173,0.242361891,-1.471162641,Forest
Celeus_grammicus,1.621,1621,3.209783015,0.732,81,1.908485019,4.394449155,Picidae,Woodpeckers,Piciformes,Celeus_grammicus,Celeus grammicus,grammicus,2,,-14.22964672,-0.389628679,-0.727891837,Forest
Celeus_spectabilis,1.473,1473,3.168202747,0.789,111,2.045322979,4.709530201,Picidae,Woodpeckers,Piciformes,Celeus_spectabilis,Celeus spectabilis,spectabilis,8,,-17.25461204,-1.377965904,0.19126894,Forest
Celeus_torquatus,2.21033,2210.33,3.344457118,2.03833,134,2.127104798,4.8978398,Picidae,Woodpeckers,Piciformes,Celeus_torquatus,Celeus torquatus,torquatus,2,,-19.09557915,-0.264600086,-1.197375243,Forest
Dendrocopos_leucotos,3.1,3100,3.491361694,1.29,124,2.093421685,4.820281566,Picidae,Woodpeckers,Piciformes,Dendrocopos_leucotos,Dendrocopos leucotos,leucotos,3,,22.59518923,-0.749806082,0.683533432,Forest
Dendrocopos_major,4.95,4950,3.694605199,1.55,76,1.880813592,4.33073334,Picidae,Woodpeckers,Piciformes,Dendrocopos_major,Dendrocopos major,major,2,,18.16126415,1.596439125,0.297907997,Forest
Dendrocopos_medius,1.8,1800,3.255272505,0.68,59,1.770852012,4.077537444,Picidae,Woodpeckers,Piciformes,Dendrocopos_medius,Dendrocopos medius,medius,0,,29.93271532,-0.053800965,-0.848602407,Forest
Dendrocopos_minor,4.9,4900,3.69019608,2.11,19.8,1.29666519,2.985681938,Picidae,Woodpeckers,Piciformes,Dendrocopos_minor,Dendrocopos minor,minor,2,,33.19094538,1.57872702,1.054031759,Forest
Dendrocopos_syriacus,3.18,3180,3.50242712,1.29,79.5,1.900367129,4.375757022,Picidae,Woodpeckers,Piciformes,Dendrocopos_syriacus,Dendrocopos syriacus,syriacus,2,,27.90784222,-0.320421103,-1.492820005,Forest
Melanerpes_aurifrons,2.23,2230,3.348304863,0.43,85.4,1.931457871,4.447346101,Picidae,Woodpeckers,Piciformes,Melanerpes_aurifrons,Melanerpes aurifrons,aurifrons,2,,12.65182701,-0.279324803,-0.164109829,Non-forest
Melanerpes_carolinus,2.23,2230,3.348304863,0.94,73.2,1.864511081,4.293195421,Picidae,Woodpeckers,Piciformes,Melanerpes_carolinus,Melanerpes carolinus,carolinus,2,,24.5272541,-0.178059792,-1.087497997,Forest
Melanerpes_erythrocephalus,1.76,1760,3.245512668,0.69,71.6,1.854913022,4.271095074,Picidae,Woodpeckers,Piciformes,Melanerpes_erythrocephalus,Melanerpes erythrocephalus,erythrocephalus,0,,25.63702583,0.097818303,-2.126736489,Non-forest
Melanerpes_formicivorus,1.8,1800,3.255272505,0.25,81.8,1.912753304,4.404277244,Picidae,Woodpeckers,Piciformes,Melanerpes_formicivorus,Melanerpes formicivorus,formicivorus,2,,1.453354817,-0.813398896,-0.009096655,Forest
Melanerpes_lewis,0.43,430,2.633468456,0.25,113,2.053078443,4.727387819,Picidae,Woodpeckers,Piciformes,Melanerpes_lewis,Melanerpes lewis,lewis,0,,32.35759735,-1.393449741,-0.024131424,Forest
Melanerpes_uropygialis,2.15,2150,3.33243846,0.43,69.7,1.843232778,4.244200318,Picidae,Woodpeckers,Piciformes,Melanerpes_uropygialis,Melanerpes uropygialis,uropygialis,2,,20.46155793,-0.625284103,-1.098639134,Forest
Picoides_albolarvatus,4.65,4650,3.667452953,0.77,63,1.799340549,4.143134726,Picidae,Woodpeckers,Piciformes,Picoides_albolarvatus,Picoides albolarvatus,albolarvatus,2,,33.08460236,-1.398963827,0.069434159,Forest
Picoides_arcticus,2.58,2580,3.411619706,0.99,72,1.857332496,4.276666119,Picidae,Woodpeckers,Piciformes,Picoides_arcticus,Picoides arcticus,arcticus,2,,35.77722167,-1.103873821,-0.067619595,Forest
Picoides_borealis,2.06,2060,3.31386722,0.68,48.6,1.686636269,3.883623531,Picidae,Woodpeckers,Piciformes,Picoides_borealis,Picoides borealis,borealis,2,,24.94721,-0.123868377,-0.513327203,Forest
Picoides_dorsalis,2.75,2750,3.439332694,1.16,58.3,1.765668555,4.065602093,Picidae,Woodpeckers,Piciformes,Picoides_dorsalis,Picoides dorsalis,dorsalis,2,,34.0767288,-0.112869633,-0.164773103,Forest
Picoides_nuttallii,3.61,3610,3.557507202,1.46,38,1.579783597,3.63758616,Picidae,Woodpeckers,Piciformes,Picoides_nuttallii,Picoides nuttallii,nuttallii,2,,31.90508277,0.026546216,-0.298544236,Forest
Picoides_pubescens,6.14,6140,3.788168371,1.63,27.5,1.439332694,3.314186005,Picidae,Woodpeckers,Piciformes,Picoides_pubescens,Picoides pubescens,pubescens,2,,24.5272541,0.931579894,-2.366695872,Forest
Picoides_scalaris,3.27,3270,3.514547753,0.43,33.7,1.527629901,3.517497837,Picidae,Woodpeckers,Piciformes,Picoides_scalaris,Picoides scalaris,scalaris,2,,12.93601216,0.936439285,-2.222417225,Non-forest
Picoides_stricklandi,3.87,3870,3.587710965,0.77,37.7,1.57634135,3.629660094,Picidae,Woodpeckers,Piciformes,Picoides_stricklandi,Picoides stricklandi,stricklandi,2,,18.64024857,-0.162734128,0.504009098,Forest
Picoides_tridactylus,3.35,3350,3.525044807,1.03,70.1,1.845718018,4.249922794,Picidae,Woodpeckers,Piciformes,Picoides_tridactylus,Picoides tridactylus,tridactylus,2,,25.93333912,-0.590742416,0.449683673,Forest
Picoides_villosus,4.52,4520,3.655138435,0.86,69.3,1.840733235,4.238444906,Picidae,Woodpeckers,Piciformes,Picoides_villosus,Picoides villosus,villosus,2,,8.476952356,1.557372239,1.207345228,Forest
Picumnus_aurifrons,8.089,8089,3.907894835,6.531,9,0.954242509,2.197224577,Picidae,Woodpeckers,Piciformes,Picumnus_aurifrons,Picumnus aurifrons,aurifrons,2,,-16.66327722,-0.208538342,1.684774689,Forest
Picumnus_rufiventris,7.606,7606,3.881156321,6.446,14,1.146128036,2.63905733,Picidae,Woodpeckers,Piciformes,Picumnus_rufiventris,Picumnus rufiventris,rufiventris,2,,-16.95955534,-2.06321867,0.453778626,Forest
Picus_canus,1.35,1350,3.130333768,1.09,137,2.136720567,4.919980926,Picidae,Woodpeckers,Piciformes,Picus_canus,Picus canus,canus,2,,-5.94502,0.034024139,-1.032976813,Forest
Picus_vaillantii,1.98,1980,3.29666519,1.59,166,2.220108088,5.111987788,Picidae,Woodpeckers,Piciformes,Picus_vaillantii,Picus vaillantii,vaillantii,2,,30.200788,-0.829625673,-0.088740506,Forest
Picus_viridis,1.83,1830,3.26245109,0.74,176,2.245512668,5.170483995,Picidae,Woodpeckers,Piciformes,Picus_viridis,Picus viridis,viridis,2,,32.1205475,-0.266246987,-0.527400871,Forest
Veniliornis_affinis,3.014,3014,3.479143248,2.66967,36,1.556302501,3.583518938,Picidae,Woodpeckers,Piciformes,Veniliornis_affinis,Veniliornis affinis,affinis,2,,-20.75386619,0.378576975,-1.089291775,Forest
Pipra_rubrocapilla,3.84667,3846.67,3.58508493,3.15767,12,1.079181246,2.48490665,Pipridae,Manakins,Passeriformes,Pipra_rubrocapilla,Pipra rubrocapilla,rubrocapilla,10,,-23.0130577,-0.716910027,0.778826807,Forest
Piprites_chloris,1.55,1550,3.190331698,1.40667,20,1.301029996,2.995732274,Pipridae,Manakins,Passeriformes,Piprites_chloris,Piprites chloris,chloris,0,,-27.82269391,0.086757796,-0.779914021,Forest
Podargus_ocellatus,0.6,600,2.77815125,0.21,213,2.328379603,5.361292166,Podargidae,Frogmouth,Caprimulgiformes,Podargus_ocellatus,Podargus ocellatus,ocellatus,0,,-28.83906199,-0.431219451,-0.385842537,Forest
Podargus_papuensis,0.34,340,2.531478917,0.08,414,2.617000341,6.025865974,Podargidae,Frogmouth,Caprimulgiformes,Podargus_papuensis,Podargus papuensis,papuensis,9,,-19.36710658,-1.050804262,-0.25415906,Forest
Podargus_strigoides,0.3,300,2.477121255,0.08,354,2.549003262,5.869296913,Podargidae,Frogmouth,Caprimulgiformes,Podargus_strigoides,Podargus strigoides,strigoides,10,,-43.6439698,-1.35180969,0.214289121,Forest
Polioptila_caerulea,3.52,3520,3.546542663,3.1,5.8,0.763427994,1.757857918,Polioptilidae,Gnatcatcher,Passeriformes,Polioptila_caerulea,Polioptila caerulea,caerulea,2,,14.43981648,-1.305624488,0.742970156,Forest
Ramphocaenus_melanurus,2.95667,2956.67,3.470802855,2.43967,9.1,0.959041392,2.208274414,Polioptilidae,Gnatcatcher,Passeriformes,Ramphocaenus_melanurus,Ramphocaenus melanurus,melanurus,0,,-25.99555588,0.560767018,-2.164877108,Forest
Prunella_atrogularis,5.98,5980,3.776701184,3.53,18.5,1.267171728,2.917770732,Prunellidae,Accentors,Passeriformes,Prunella_atrogularis,Prunella atrogularis,atrogularis,0,,37.44834967,0.016827074,-1.745421116,Forest
Prunella_collaris,3.71,3710,3.56937391,2.25,46.9,1.671172843,3.848017675,Prunellidae,Accentors,Passeriformes,Prunella_collaris,Prunella collaris,collaris,0,,22.46248566,0.069419647,-1.527319418,Non-forest
Prunella_modularis,4.53,4530,3.656098202,2.36,19.7,1.294466226,2.980618636,Prunellidae,Accentors,Passeriformes,Prunella_modularis,Prunella modularis,modularis,0,4,-52.60759381,-0.91589987,0.53571557,Non-forest
Prunella_ocularis,5.13,5130,3.710117365,3.27,22.5,1.352182518,3.113515309,Prunellidae,Accentors,Passeriformes,Prunella_ocularis,Prunella ocularis,ocularis,1,,34.56130611,-0.112869633,-0.164773103,Non-forest
Neophema_chrysogaster,5.42,5420,3.733999287,0.68,46.1,1.663700925,3.83081295,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Neophema_chrysogaster,Neophema chrysogaster,chrysogaster,5,,-43.34972,0.291302234,-0.581478435,Non-forest
Neophema_petrophila,6.2,6200,3.792391689,4.56,53.2,1.725911632,3.974058396,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Neophema_petrophila,Neophema petrophila,petrophila,1,,-36.07764419,-0.112869633,-0.164773103,Non-forest
Neophema_pulchella,6.63,6630,3.821513528,4.04,42.7,1.630427875,3.75419892,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Neophema_pulchella,Neophema pulchella,pulchella,7,,-38.05725826,-0.189713587,0.707598946,Forest
Neophema_splendida,2.23,2230,3.348304863,0.68,38.6,1.586587305,3.653252276,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Neophema_splendida,Neophema splendida,splendida,4,,-35.19060095,-0.112869633,-0.164773103,Forest
Psephotus_chrysopterygius,3.1,3100,3.491361694,1.29,46.8,1.670245853,3.845883203,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Psephotus_chrysopterygius,Psephotus chrysopterygius,chrysopterygius,8,,-17.87304,-0.112869633,-0.164773103,Forest
Psephotus_haematonotus,3.18,3180,3.50242712,0.94,61.4,1.788168371,4.117409835,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Psephotus_haematonotus,Psephotus haematonotus,haematonotus,8,,-38.90999981,0.723802502,-1.418597866,Non-forest
Psephotus_varius,3.01,3010,3.478566496,1.2,61.5,1.788875116,4.119037175,Psittacidae,"Parrots, parakeets and macaws",Psittaciformes,Psephotus_varius,Psephotus varius,varius,8,,-36.86444544,1.657249064,-0.075129841,Non-forest
Fulica_americana,0.9,900,2.954242509,0.3,724,2.859738566,6.584791392,Rallidae,"Rails, gallinules and coots",Gruiformes,Fulica_americana,Fulica americana,americana,0,,4.774499707,1.6561771,1.4283646,Non-forest
Fulica_atra,2.41,2410,3.382017043,0.51,902,2.955206538,6.80461452,Rallidae,"Rails, gallinules and coots",Gruiformes,Fulica_atra,Fulica atra,atra,0,,-9.749082769,1.481992259,0.57142161,Non-forest
Fulica_cristata,1.85,1850,3.267171728,0.3,826,2.916980047,6.716594774,Rallidae,"Rails, gallinules and coots",Gruiformes,Fulica_cristata,Fulica cristata,cristata,0,,-34.83982812,1.637740009,0.508788288,Non-forest
Gallinula_chloropus,1.53,1530,3.184691431,0.47,377,2.57634135,5.932245187,Rallidae,"Rails, gallinules and coots",Gruiformes,Gallinula_chloropus,Gallinula chloropus,chloropus,0,,-35.98175246,-0.670132794,0.045398204,Non-forest
Gallinula_mortierii,1.98,1980,3.29666519,0.08,1334,3.12515583,7.195937226,Rallidae,"Rails, gallinules and coots",Gruiformes,Gallinula_mortierii,Gallinula mortierii,mortierii,0,,-43.54519263,-0.869440729,0.100134894,Non-forest
Rallus_aquaticus,2.92,2920,3.465382851,1.2,125,2.096910013,4.828313737,Rallidae,"Rails, gallinules and coots",Gruiformes,Rallus_aquaticus,Rallus aquaticus,aquaticus,0,,23.84309445,0.516926894,-2.524354019,Non-forest
Rallus_elegans,2.75,2750,3.439332694,0.51,361,2.557507202,5.888877958,Rallidae,"Rails, gallinules and coots",Gruiformes,Rallus_elegans,Rallus elegans,elegans,0,,17.85160772,0.145510597,-0.931393632,Non-forest
Rallus_limicola,2.92,2920,3.465382851,0.43,84.1,1.924795996,4.432006567,Rallidae,"Rails, gallinules and coots",Gruiformes,Rallus_limicola,Rallus limicola,limicola,0,,-16.99227923,-0.141595511,-0.354267178,Non-forest
Rallus_longirostris,2.76,2760,3.440909082,0.86,293,2.46686762,5.680172609,Rallidae,"Rails, gallinules and coots",Gruiformes,Rallus_longirostris,Rallus longirostris,longirostris,0,,-26.78958369,-0.112869633,-0.164773103,Non-forest
Pteroglossus_beauharnaesii,1.205,1205,3.080987047,0.947,203,2.307496038,5.313205979,Ramphastidae,Toucans,Piciformes,Pteroglossus_beauharnaesii,Pteroglossus beauharnaesii,beauharnaesii,0,,-17.33648377,-1.105914503,-0.093773881,Forest
Ramphastos_tucanus,1.40633,1406.33,3.148087241,1.23367,734,2.86569606,6.598509029,Ramphastidae,Toucans,Piciformes,Ramphastos_tucanus,Ramphastos tucanus,tucanus,0,,-18.41284493,0.87450072,-1.53345302,Forest
Ramphastos_vitellinus,1.89433,1894.33,3.277455637,1.66467,369,2.567026366,5.910796644,Ramphastidae,Toucans,Piciformes,Ramphastos_vitellinus,Ramphastos vitellinus,vitellinus,0,,-27.67349815,1.286209868,1.568136296,Forest
Regulus_calendula,3.6,3600,3.556302501,2.02,6.5,0.812913357,1.871802177,Reguliidae,Kinglets,Passeriformes,Regulus_calendula,Regulus calendula,calendula,2,,28.8734951,0.129387359,-0.216030109,Forest
Regulus_ignicapilla,7.46,7460,3.872738827,6.07,5.6,0.748188027,1.722766598,Reguliidae,Kinglets,Passeriformes,Regulus_ignicapilla,Regulus ignicapilla,ignicapilla,1,1,30.78885821,1.847502154,1.335218164,Forest
Regulus_regulus,7.3,7300,3.86332286,4.61,5.6,0.748188027,1.722766598,Reguliidae,Kinglets,Passeriformes,Regulus_regulus,Regulus regulus,regulus,1,1,24.28717983,1.52898937,0.989953105,Forest
Regulus_satrapa,7.32,7320,3.864511081,5.68,6.3,0.799340549,1.840549633,Reguliidae,Kinglets,Passeriformes,Regulus_satrapa,Regulus satrapa,satrapa,1,,15.5427861,1.609175084,-0.065210428,Forest
Auriparus_flaviceps,4.09,4090,3.611723308,,6.8,0.832508913,1.916922612,Remizidae,Penduline-tits,Passeriformes,Auriparus_flaviceps,Auriparus flaviceps,flaviceps,1,,20.81340295,0.61580188,-3.490621947,Non-forest
Rhipidura_fuliginosa,5.55,5550,3.744292983,4.04,7.6,0.880813592,2.028148247,Rhipiduridae,Fantails,Passeriformes,Rhipidura_fuliginosa,Rhipidura fuliginosa,fuliginosa,1,,-46.67530013,-1.18301919,-1.049746862,Forest
Rhipidura_leucophrys,4.13,4130,3.615950052,1.91,34.4,1.536558443,3.538056564,Rhipiduridae,Fantails,Passeriformes,Rhipidura_leucophrys,Rhipidura leucophrys,leucophrys,0,,-39.24136338,-0.369045127,-0.075951147,Non-forest
Rhipidura_phasiana,5.84,5840,3.766412847,4.2,6.9,0.838849091,1.931521412,Rhipiduridae,Fantails,Passeriformes,Rhipidura_phasiana,Rhipidura phasiana,phasiana,0,,-27.28254382,-0.112869633,-0.164773103,Forest
Calidris_acuminata,2.84,2840,3.45331834,0.68,74.4,1.871572936,4.309455942,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_acuminata,Calidris acuminata,acuminata,0,,67.56031519,-0.115955781,1.54796961,Non-forest
Calidris_alba,3.83,3830,3.583198774,0.84,47.3,1.674861141,3.856510295,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_alba,Calidris alba,alba,4,,66.09318337,-0.836666101,-1.891233254,Non-forest
Calidris_alpina,3.02,3020,3.480006943,1.35,49.8,1.697229343,3.908014984,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_alpina,Calidris alpina,alpina,0,,50.84956753,-0.112869633,-0.164773103,Non-forest
Calidris_bairdii,3.61,3610,3.557507202,1.67,38.6,1.586587305,3.653252276,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_bairdii,Calidris bairdii,bairdii,0,,60.8988152,-0.067469023,0.20770477,Non-forest
Calidris_canutus,2.77,2770,3.442479769,1.33,142,2.152288344,4.955827058,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_canutus,Calidris canutus,canutus,1,,59.76784046,-1.441976076,0.561909045,Non-forest
Calidris_ferruginea,3.44,3440,3.536558443,2.06,56.6,1.752816431,4.036008985,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_ferruginea,Calidris ferruginea,ferruginea,4,,68.0791792,-1.397255607,0.17739933,Non-forest
Calidris_himantopus,2.79,2790,3.445604203,1.16,53.8,1.730782276,3.985273467,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_himantopus,Calidris himantopus,himantopus,0,,53.70988081,-1.215055837,-0.209527892,Non-forest
Calidris_maritima,3.18,3180,3.50242712,1.03,65.2,1.814247596,4.177459469,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_maritima,Calidris maritima,maritima,0,,59.99048647,-1.604886312,-1.167165162,Non-forest
Calidris_mauri,3.91,3910,3.592176757,0.43,26.6,1.424881637,3.280911216,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_mauri,Calidris mauri,mauri,0,,56.90351482,-1.957849636,0.433784145,Non-forest
Calidris_melanotos,2.32,2320,3.365487985,0.99,97.8,1.990338855,4.582924577,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_melanotos,Calidris melanotos,melanotos,3,,60.59714455,-1.829925111,0.513082081,Non-forest
Calidris_minuta,4.19,4190,3.622214023,2.65,21.1,1.324282455,3.04927304,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_minuta,Calidris minuta,minuta,0,,63.36358246,-1.113846196,0.724545927,Non-forest
Calidris_minutilla,3.48,3480,3.541579244,2.04,22,1.342422681,3.091042453,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_minutilla,Calidris minutilla,minutilla,0,,43.39184196,-0.154299464,-0.233605329,Non-forest
Calidris_pusilla,3.4,3400,3.531478917,1.05,27.5,1.439332694,3.314186005,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_pusilla,Calidris pusilla,pusilla,0,,52.36337279,-0.112869633,-0.164773103,Non-forest
